# Copyright (c) 1966-2021 Johns Hopkins University. Use of this file adheres to the terms specified at https://omim.org/help/agreement.
# Generated: 2021-08-16
# See end of file for additional documentation on specific fields
Chromosome	Genomic Position Start	Genomic Position End	Cyto Location	Computed Cyto Location	MIM Number	Gene Symbols	Gene Name	Approved Gene Symbol	Entrez Gene ID	Ensembl Gene ID	Comments	Phenotypes	Mouse Gene Symbol/ID
chr11	57299630	57324951	11q12	11q12.1	607104	TNKS1BP1, TAB182, KIAA1741	Tankyrase 1-binding protein 1, 182kD	TNKS1BP1	85456	ENSG00000149115			Tnks1bp1 (MGI:2446193)
chr11	57325985	57335891	11q12	11q12.1	604328	SSRP1, FACT	Structure-specific recognition protein 1	SSRP1	6749	ENSG00000149136			Ssrp1 (MGI:107912)
chr11	57335942	57372398	11q12	11q12.1	600843	P2RX3, P2X3	Purinergic receptor P2X, ligand-gated ion channel, 3	P2RX3	5024	ENSG00000109991			P2rx3 (MGI:1097160)
chr11	57376768	57381149	11cen-q12	11q12.1	606814	PRG3, MBPH	Proteoglycan 3	PRG3	10394	ENSG00000156575			Prg3 (MGI:1858200)
chr11	57386779	57390649	11cen-q12	11q12.1	605601	PRG2, MBP	Proteoglycan 2	PRG2	5553	ENSG00000186652			Prg2 (MGI:103294)
chr11	57406953	57427579	11q12.1	11q12.1	618034	SLC43A3, EEG1, ENBT1	Solute carrier family 43, member 3	SLC43A3	29015	ENSG00000134802			Slc43a3 (MGI:1931054)
chr11	57460527	57477533	11q12.1	11q12.1	610462	RTN4RL2, NGRH1, NGR2	Reticulon 4 receptor-like 2	RTN4RL2	349667	ENSG00000186907			Rtn4rl2 (MGI:2669796)
chr11	57484530	57516560	11p11.2-p11.1	11q12.1	603733	SLC43A1, LAT3, POV1	Solute carrier family 43 (L-type amino acid transporter), member 1	SLC43A1	8501	ENSG00000149150			Slc43a1 (MGI:1931352)
chr11	57528463	57542504	11q12.1-q12.3	11q12.1	602251	TIMM10, TIM10A, TIM10	Translocase of inner mitochondrial membrane 10	TIMM10	26519	ENSG00000134809			Timm10 (MGI:1353429)
chr11	57537594	57550271	11q12.1	11q12.1	613664	SMTNL1, CHASM	Smoothelin-like 1	SMTNL1	219537	ENSG00000214872			Smtnl1 (MGI:1915928)
chr11	57551661	57567934	11q12	11q12.1	603890	UBE2L6, UBCH8	Ubiquitin-conjugating enzyme E2L 6	UBE2L6	9246	ENSG00000156587			Ube2l6 (MGI:1914500)
chr11	57597684	57614847	11q11-q13.1	11q12.1	606860	C1NH, HAE1, HAE2, SERPING1	Complement component-1 inhibitor	SERPING1	710	ENSG00000149131		Angioedema, hereditary, 1 and 2, 106100 (3), Autosomal dominant, Autosomal recessive; Complement component 4, partial deficiency of, 120790 (3), Autosomal dominant	Serping1 (MGI:894696)
chr11	57641197	57641285	11q12	11q12.1	610175	MIR130A, MIRN130A	Micro RNA 130A	MIR130A	406919	ENSG00000208009			Mir130a (MGI:2676816)
chr11	57645086	57649911	11q12.1	11q12.1	609725	YPEL4	Yippee-like 4	YPEL4	219539	ENSG00000166793			Ypel4 (MGI:3605071)
chr11	57657761	57661864	11q12.1	11q12.1	608757	CLP1, HEAB, PCH10	Cleavage and polyadenylation factor I subunit 1, yeast, homolog of	CLP1	10978	ENSG00000172409		Pontocerebellar hypoplasia, type 10, 615803 (3), Autosomal recessive	Clp1 (MGI:2138968)
chr11	57668039	57701186	11q12.1	11q12.1	614586	ZDHHC5, DHHC5, ZNF375, KIAA1748	Zinc finger DHHC domain-containing protein 5	ZDHHC5	25921	ENSG00000156599			Zdhhc5 (MGI:1923573)
chr11	57703708	57712322	11q12.1	11q12.1	612385	MED19	Mediator complex subunit 19	MED19	219541	ENSG00000156603			Med19 (MGI:1914234)
chr11	57712592	57740972	11cen-q22.3	11q12.1	616715	TMX2, NEDMCMS	Thioredoxin-related transmembrane protein 2	TMX2	51075	ENSG00000213593		Neurodevelopmental disorder with microcephaly, cortical malformations, and spasticity, 618730 (3), Autosomal recessive	Tmx2 (MGI:1914208)
chr11	57741490	57743549	11q12.1	11q12.1	607914	SELENOH, SELH	Selenoprotein H	SELENOH	280636	ENSG00000211450			Selenoh (MGI:1919907)
chr11	57761801	57819539	11q11	11q12.1	601045	CTNND1, CTNND, BCDS2	Catenin (cadherin-associated protein), delta 1	CTNND1	1500	ENSG00000198561		Blepharocheilodontic syndrome 2, 617681 (3), Autosomal dominant	Ctnnd1 (MGI:105100)
chr11	58526870	58578238	11q12.1	11q12.1	605390	LPXN	Leupaxin	LPXN	9404	ENSG00000110031			Lpxn (MGI:2147677)
chr11	58579062	58621549	11q12.1	11q12.1	619289	ZFP91, DSM8	Zinc finger protein 91, atypical E3 ubiquitin ligase	ZFP91	80829	ENSG00000186660			Zfp91 (MGI:104854)
chr11	58622664	58625732	11q12.2	11q12.1	118945	CNTF	Ciliary neurotrophic factor	CNTF	1270	ENSG00000242689			Cntf (MGI:88439)
chr11	58708756	58731942	11q12.1	11q12.1	607424	GLYAT, ACGNAT, CAT	Glycine-N-acyltransferase	GLYAT	10249	ENSG00000149124			Keg1,Glyat (MGI:2147502,MGI:1928492)
chr11	58834064	58905839	11q12.1	11q12.1	614762	GLYATL2	Glycine N-acyltransferase-like 2	GLYATL2	219970	ENSG00000156689			
chr11	58905480	58957061	11q12.1	11q12.1	614761	GLYATL1	Glycine-N-acyltransferase-like 1	GLYATL1	92292	ENSG00000166840			
chr11	59107236	59127411	11q12.1	11q12.1	615584	FAM111B, POIKTMP	Family with sequence similarity 111, member B	FAM111B	374393	ENSG00000189057		Poikiloderma, hereditary fibrosing, with tendon contractures, myopathy, and pulmonary fibrosis, 615704 (3), Autosomal dominant	
chr11	59142855	59155038	11q12.1	11q12.1	615292	FAM111A, KIAA1895, KCS2, GCLEB	Family with sequence similarity 111, member A	FAM111A	63901	ENSG00000166801		Kenny-Caffey syndrome, type 2, 127000 (3), Autosomal dominant; Gracile bone dysplasia, 602361 (3), Autosomal dominant	Fam111a (MGI:1915508)
chr11	59171429	59208587	11q12.1	11q12.1	616110	DTX4, RNF155, KIAA0937	Deltex E3 ubiquitin ligase 4	DTX4	23220	ENSG00000110042			Dtx4 (MGI:2672905)
chr11	59208509	59212926	11q12.1	11q12.1	610390	MPEG1, MPG1, IMD77	Macrophage expressed gene 1	MPEG1	219972	ENSG00000197629		Immunodeficiency 77, 619223 (3), Autosomal dominant	Pfpl,Mpeg1 (MGI:1333743,MGI:1860266)
chr11	59358894	59371713	11q12.1	11q12.1	615702	OR5AN1	Olfactory receptor, family 5, subfamily AN, member 1	OR5AN1	390195	ENSG00000176495			Olfr235,Olfr1431,Olfr1434,Olfr1436,Olfr1437,Olfr262 (MGI:3031268,MGI:3030096,MGI:3030069,MGI:3031265,MGI:3031270,MGI:3031271)
chr11	59574397	59615773	11q12.1	11q12.1	167040	OSBP	Oxysterol-binding protein	OSBP	5007	ENSG00000110048			Osbp (MGI:97447)
chr11	59636715	59669036	11q12.1	11q12.1	614660	PATL1, PAT1B	PAT1 homolog 1, processing body mRNA decay factor	PATL1	219988	ENSG00000166889			Patl1 (MGI:2147679)
chr11	59755373	59805878	11q12.1	11q12.1	600876	STX3, STX3A, DIAR12, MVID2, RDMVID	Syntaxin 3	STX3	6809	ENSG00000166900		Retinal dystrophy and microvillus inclusion disease, 619446 (3), Autosomal recessive; Diarrhea 12, with microvillus atrophy, 619445 (3), Autosomal recessive	Stx3 (MGI:103077)
chr11	59806139	59810777	11q12-q13.1	11q12.1	611829	MRPL16	Mitochondrial ribosomal protein L16	MRPL16	54948	ENSG00000166902			Mrpl16 (MGI:2137219)
chr11	59829267	59845500	11q13	11q12.1	609342	CBLIF, GIF, IF	Cobalamin-binding intrinsic factor (gastric intrinsic factor)	CBLIF	2694	ENSG00000134812		Intrinsic factor deficiency, 261000 (3), Autosomal recessive	Cblif (MGI:1202394)
chr11	59852807	59866486	11q11-q12	11q12.1	189905	TCN1, TC1	Transcobalamin I	TCN1	6947	ENSG00000134827			
chr11	60056664	60071115	11q12-q13	11q12.1	606498	MS4A3, HTM4, CD20L	Membrane-spanning 4-domains, subfamily A, member 3	MS4A3	932	ENSG00000149516			Ms4a3 (MGI:2158468)
chr11	60088260	60098466	11q13	11q12.1	147138	MS4A2, FCER1B	Membrane-spanning 4-domains, subfamily A, member 2 (Fc fragment of IgE, high affinity I, receptor for, beta polypeptide)	MS4A2	2206	ENSG00000149534		{Atopy, susceptibility to}, 147050 (3), Autosomal dominant	Ms4a2 (MGI:95495)
chr11	60171606	60184665	11q12-q13	11q12.2	606548	MS4A6A, MS4A6	Membrane-spanning 4-domains, subfamily A, member 6A	MS4A6A	64231	ENSG00000110077			Ms4a6c,Ms4a6d,Ms4a6b (MGI:2385644,MGI:1917024,MGI:1916024)
chr11	60200269	60243136	11q12-q13.1	11q12.2	608401	MS4A4E	Membrane-spanning 4-domains, subfamily A, member 4E	MS4A4E	643680	ENSG00000214787			
chr11	60280665	60308969	11q12-q13	11q12.2	606547	MS4A4A, MS4A4	Membrane-spanning 4-domains, subfamily A, member 4A	MS4A4A	51338	ENSG00000110079			Ms4a4c,Ms4a4d,Ms4a4a,Ms4a4b (MGI:1927656,MGI:3643932,MGI:1913857,MGI:1913083)
chr11	60327254	60349071	11q12-q13.1	11q12.2	608402	MS4A6E	Membrane-spanning 4-domains, subfamily A, member 6E	MS4A6E	245802	ENSG00000166926			Ms4a6c,Ms4a6d,Ms4a6b (MGI:2385644,MGI:1917024,MGI:1916024)
chr11	60378531	60395947	11q12-q13	11q12.2	606502	MS4A7, CFFM4	Membrane-spanning 4-domains, subfamily A, member 7	MS4A7	58475	ENSG00000166927			Ms4a7 (MGI:1918846)
chr11	60429571	60447791	11q12-q13	11q12.2	606499	MS4A5, TETM4, CD20L2	Membrane-spanning 4-domains, subfamily A, member 5	MS4A5	64232	ENSG00000166930			Ms4a5 (MGI:2670985)
chr11	60455846	60470751	11q13	11q12.2	112210	MS4A1, CD20, CVID5	Membrane-spanning 4-domains, subfamily A, member 1	MS4A1	931	ENSG00000156738	mutation identified in 1 CVID5 patient	?Immunodeficiency, common variable, 5, 613495 (3), Autosomal recessive	Ms4a1 (MGI:88321)
chr11	60492742	60507429	11q12-q13	11q12.2	606550	MS4A12	Membrane-spanning 4-domains, subfamily A, member 12	MS4A12	54860	ENSG00000071203			Ms4a12 (MGI:2685812)
chr11	60699611	60715806	11q12-q13	11q12.2	606549	MS4A8B	Membrane-spanning 4-domains, subfamily A, member 8B	MS4A8	83661	ENSG00000166959			Ms4a8a (MGI:1927657)
chr11	60785331	60801304	11q12-q13.1	11q12.2	608403	MS4A10	Membrane-spanning 4-domains, subfamily A, member 10	MS4A10	341116	ENSG00000172689			Ms4a10 (MGI:1917076)
chr11	60842112	60851080	11q12	11q12.2	611293	CCDC86, CYCLON	Coiled-coil domain-containing protein 86	CCDC86	79080	ENSG00000110104			Ccdc86 (MGI:1277220)
chr11	60850932	60855949	11q12.2	11q12.2	604837	PTGDR2, GPR44	Prostaglandin D2 receptor 2	PTGDR2	11251	ENSG00000183134			Ptgdr2 (MGI:1330275)
chr11	60867541	60875692	11q12.2	11q12.2	195000	ZP1, OOMD1	Zona pellucida glycoprotein 1	ZP1	22917	ENSG00000149506		Oocyte maturation defect 1, 615774 (3), Autosomal recessive	Zp1 (MGI:103073)
chr11	60890546	60906584	11q12.2	11q12.2	608330	PRPF19, PRP19, PSO4, NMP200	Pre-mRNA processing factor 19	PRPF19	27339	ENSG00000110107			Prpf19 (MGI:106247)
chr11	60914157	60923442	11q12.2	11q12.2	619168	TMEM109, MG23	Transmembrane protein 109	TMEM109	79073	ENSG00000110108			Tmem109 (MGI:1915789)
chr11	60924459	60937158	11q12.2	11q12.2	617363	TMEM132A, KIAA1583	Transmembrane protein 132A	TMEM132A	54972	ENSG00000006118			Tmem132a (MGI:2147810)
chr11	60937083	60952175	11q12	11q12.2	610408	SLC15A3, PHT2	Solute carrier family 15 (oligopeptide transporter), member 3	SLC15A3	51296	ENSG00000110446			Slc15a3 (MGI:1929691)
chr11	60971677	61020376	Chr.11	11q12.2	186720	CD6, TP120	CD6 antigen	CD6	923	ENSG00000013725			Cd6 (MGI:103566)
chr11	61093962	61127851	11q13	11q12.2	153340	CD5, LEU1	CD5 antigen (p56-62)	CD5	921	ENSG00000110448			Cd5 (MGI:88340)
chr11	61130256	61161425	11q12.2	11q12.2	610038	VPS37C	VPS37C subunit of ESCRT-I	VPS37C	55048	ENSG00000167987			Vps37c (MGI:2147661)
chr11	61222346	61231693	11q13	11q12.2	169720	PGA4	Pepsinogen A4	PGA4	643847	ENSG00000229183			Pga5 (MGI:1915935)
chr11	61241174	61251443	11q13	11q12.2	169730	PGA5	Pepsinogen A5	PGA5	5222	ENSG00000256713	pter-5'HRAS--5'INS--cen		Pga5 (MGI:1915935)
chr11	61258285	61295315	11q11	11q12.2	611115	VWC1, URG11	von Willebrand factor C and EGF domain-containing protein	VWCE	220001	ENSG00000167992			Vwce (MGI:1919018)
chr11	61299450	61333104	11q12.2	11q12.2	600045	DDB1, WHIKERS	Damage-specific DNA binding protein 1, 127kD	DDB1	1642	ENSG00000167986		White-Kernohan syndrome, 619426 (3), Autosomal dominant	Ddb1 (MGI:1202384)
chr11	61333227	61353425	11q12.2	11q12.2	615844	TKFC, DAK, TKFCD	Triokinase and FMN cyclase	TKFC	26007	ENSG00000149476		Triokinase and FMN cyclase deficiency syndrome, 618805 (3), Autosomal recessive	Tkfc (MGI:2385084)
chr11	61348744	61362282	11q12.2	11q12.2	618757	CYB561A3, LCYTB, CYBASC3	Cytochrome b561 family, member A3	CYB561A3	220002	ENSG00000162144			Cyb561a3 (MGI:2686925)
chr11	61362360	61378223	11q12.2	11q12.2	614459	TMEM138, JBTS16	Transmembrane protein 138	TMEM138	51524	ENSG00000149483		Joubert syndrome 16, 614465 (3), Autosomal recessive	Tmem138 (MGI:1920232)
chr11	61392586	61398845	11q12.2	11q12.2	613277	TMEM216, JBTS2, CORS2, MKS2	Transmembrane protein 216	TMEM216	51259	ENSG00000187049		Joubert syndrome 2, 608091 (3), Autosomal recessive; Meckel syndrome 2, 603194 (3), Autosomal recessive	Tmem216 (MGI:1920020)
chr11	61430123	61446732	11q13.1	11q12.2	613019	SDHAF2, SDH5, PGL2	Succinate dehydrogenase complex assembly factor 2	SDHAF2	54949	ENSG00000167985		Paragangliomas 2, 601650 (3), Autosomal dominant	Sdhaf2 (MGI:1913322)
chr11	61481119	61490927	11q12.2	11q12.2	619047	PPP1R32, IIIG9, C11orf66	Protein phosphatase 1, regulatory subunit 32	PPP1R32	220004	ENSG00000162148			Ppp1r32 (MGI:1915002)
chr11	61513713	61588403	11q13	11q12.2	604146	SYT7	Synaptotagmin 7	SYT7	9066	ENSG00000011347			Syt7 (MGI:1859545)
chr11	61680183	61747001	11q12.2	11q12.2	614015	DAGLA, KIAA0659	Diacylglycerol lipase, alpha	DAGLA	747	ENSG00000134780			Dagla (MGI:2677061)
chr11	61752616	61788517	11q12.2	11q12.2	608329	MYRF, C11orf9, KIAA0954, MMERV, CUGS	Myelin regulatory factor	MYRF	745	ENSG00000124920		Encephalitis/encephalopathy, mild, with reversible myelin vacuolization, 618113 (3), Autosomal dominant; Cardiac-urogenital syndrome, 618280 (3), Autosomal dominant	Myrf (MGI:2684944)
chr11	61788948	61792598	11q12	11q12.2	617615	TMEM258, C11orf10	Transmembrane protein 258	TMEM258	746	ENSG00000134825			Tmem258 (MGI:1916288)
chr11	61792910	61797237	11q12	11q12.2	600393	FEN1	Flap structure-specific endonuclease 1	FEN1	2237	ENSG00000168496			Fen1 (MGI:102779)
chr11	61799626	61817002	11q12-q13.1	11q12.2	606148	FADS1	Fatty acid desaturase 1	FADS1	3992	ENSG00000149485			Fads1 (MGI:1923517)
chr11	61816202	61867353	11q12-q13.1	11q12.2	606149	FADS2	Fatty acid desaturase 2	FADS2	9415	ENSG00000134824			Fads2 (MGI:1930079)
chr11	61873525	61892223	11q12-q13.1	11q12.2	606150	FADS3	Fatty acid desaturase 3	FADS3	3995	ENSG00000221968			Fads3 (MGI:1928740)
chr11	61900000	66100000	11q12-q13.1		612795	PURAQTL1	Polyunsaturated fatty acids plasma level QTL1		100302559		associated with rs174537	[Polyunsaturated fatty acids plasma level QTL1], 612795 (2)	
chr11	61900000	63600000	11q12		608687	SCA20, DUP11q12, C11DUPq12	Spinocerebellar ataxia 20 (chromosome 11q12 duplication syndrome, 260kb)				contiguous gene duplication syndrome	Spinocerebellar ataxia 20, 608687 (4), Autosomal dominant	
chr11	61946721	61965514	11q13	11q12.3	607854	BEST1, VMD2, ARB, RP50	Bestrophin 1	BEST1	7439	ENSG00000167995	mutation identified in 1 MRCS family	Macular dystrophy, vitelliform, 2, 153700 (3), Autosomal dominant; ?Microcornea, rod-cone dystrophy, cataract, and posterior staphyloma 2, 193220 (3), Autosomal dominant; Retinitis pigmentosa-50, 613194 (3); Retinitis pigmentosa, concentric, 613194 (3); Vitreoretinochoroidopathy, 193220 (3), Autosomal dominant; Bestrophinopathy, autosomal recessive, 611809 (3)	Best1 (MGI:1346332)
chr11	61964284	61967633	11q12-q13	11q12.3	134770	FTH1, FTHL6, HFE5	Ferritin, heavy polypeptide 1	FTH1	2495	ENSG00000167996	mutation identified in 1 family	?Hemochromatosis, type 5, 615517 (3), Autosomal dominant	Fth1 (MGI:95588)
chr11	62123997	62155473	11q12.3	11q12.3	604411	INCENP	Inner centromere protein	INCENP	3619	ENSG00000149503			Incenp (MGI:1313288)
chr11	62190215	62193538	11q12.3	11q12.3	615060	SCGB1D1, LPNA	Secretoglobin, family 1D, member 1	SCGB1D1	10648	ENSG00000168515	previously mapped to 15q12-q13		
chr11	62208672	62213942	11q12.3	11q12.3	604398	SCGB2A1, MGB2, LPNC	Secretoglobin, family 2A, member 1 (mammaglobin 2)	SCGB2A1	4246	ENSG00000124939			Scgb2a2 (MGI:3780828)
chr11	62242238	62244811	11q12.3	11q12.3	615061	SCGB1D2, LPNB	Secretoglobin, family 1D, member 2	SCGB1D2	10647	ENSG00000124935	previously mapped to 10q23		
chr11	62270129	62273159	11q12.3-q13.1	11q12.3	605562	MGB1, SCGB2A2	Mammaglobin 1 (secretoglobin, family 2A, member 2)	SCGB2A2	4250	ENSG00000110484			Scgb2a2 (MGI:3780828)
chr11	62296280	62299074	11q12.3	11q12.3	615062	SCGB1D4, IIS	Secretoglobin, family 1D, member 4	SCGB1D4	404552	ENSG00000197745			
chr11	62419032	62423194	11q12.3-q13.1	11q12.3	192020	SCGB1A1, UGB, CC10, CCSP	Secretoglobin, family 1A, member 1 (uteroglobin)	SCGB1A1	7356	ENSG00000149021			Scgb1a1 (MGI:98919)
chr11	62433543	62546805	11q12-q13	11q12.3	103390	AHNAK	AHNAK nucleoprotein (desmoyokin)	AHNAK	79026	ENSG00000124942			Ahnak (MGI:1316648)
chr11	62559595	62573890	11q12.3	11q12.3	130593	EEF1G, EF1G	Eukaryotic translation elongation factor 1, gamma	EEF1G	1937	ENSG00000254772			Eef1g (MGI:1914410)
chr11	62575051	62591522	11q12.3	11q12.3	610641	TUT1, PAPD2	Terminal uridylyl transferase 1, U6 snRNA-specific	TUT1	64852	ENSG00000149016			Tut1 (MGI:1917294)
chr11	62593213	62601864	11q12-q13.1	11q12.3	603947	MTA2, MTA1L1	Metastasis-associated protein 2	MTA2	9219	ENSG00000149480			Mta2 (MGI:1346340)
chr11	62602217	62612774	11q12.3	11q12.3	618118	EML3, EMAP3, EMAP95	Echinoderm microtubule-associated protein-like 3	EML3	256364	ENSG00000149499			Eml3 (MGI:2387612)
chr11	62613256	62615115	11q13	11q12.3	180721	ROM1, ROSP1, RP7	Rod outer segment membrane protein-1	ROM1	6094	ENSG00000149489	digenic RP with RDS	Retinitis pigmentosa 7, digenic form, 608133 (3), Autosomal dominant, Digenic dominant, Autosomal recessive	Rom1 (MGI:97998)
chr11	62615295	62621985	11q12-q13	11q12.3	606374	B3GAT3, GLCATI, JDSCD	Beta-1,3-glucuronyltransferase 3	B3GAT3	26229	ENSG00000149541	pseudogene on chr.3	Multiple joint dislocations, short stature, craniofacial dysmorphism, with or without congenital heart defects, 245600 (3), Autosomal recessive	B3gat3 (MGI:1919977)
chr11	62624828	62646612	11q13-qter	11q12.3	104160	GANAB, PKD3	Neutral alpha-glucosidase AB	GANAB	23193	ENSG00000089597		Polycystic kidney disease 3, 600666 (3), Autosomal dominant	Ganab (MGI:1097667)
chr11	62646847	62653301	11q12.3	11q12.3	611349	INTS5, INT5, KIAA1698	Integrator complex subunit 5	INTS5	80789	ENSG00000185085			Ints5 (MGI:1923578)
chr11	62665252	62668107	11q12.3	11q12.3	617897	CSKMT, METTL12	Citrate synthase lysine methyltransferase	CSKMT	751071	ENSG00000214756			
chr11	62671672	62673685	11q12.3	11q12.3	616097	UQCC3, C11orf83, MC3DN9	Ubiquinol-cytochrome C reductase complex assembly factor 3	UQCC3	790955	ENSG00000204922	mutation identified in 1 MC3DN9 patient	?Mitochondrial complex III deficiency, nuclear type 9, 616111 (3), Autosomal recessive	Uqcc3 (MGI:2147553)
chr11	62676499	62679115	11q12.3	11q12.3	616378	UBXN1, SAKS1	UBX domain protein 1	UBXN1	51035	ENSG00000162191			Ubxn1 (MGI:1289301)
chr11	62690261	62709536	11q13	11q12.3	606158	BSCL2, SPG17, HMN5, PELD, HMN5C	Seipin	BSCL2	26580	ENSG00000168000		Lipodystrophy, congenital generalized, type 2, 269700 (3), Autosomal recessive; Neuropathy, distal hereditary motor, type VC, 619112 (3), Autosomal dominant; Silver spastic paraplegia syndrome, 270685 (3), Autosomal dominant; Encephalopathy, progressive, with or without lipodystrophy, 615924 (3), Autosomal recessive	Bscl2 (MGI:1298392)
chr11	62761579	62766709	11q13.1	11q12.3	602013	POLR2G	Polymerase (RNA) II (DNA directed) polypeptide G	POLR2G	5436	ENSG00000168002			Polr2g (MGI:1914960)
chr11	62771395	62787341	11q12.3	11q12.3	602946	TAF6L, PAF65A	TAF6-like RNA polymerase II	TAF6L	10629	ENSG00000162227			Taf6l (MGI:2444957)
chr11	62792124	62805442	11q12-q13	11q12.3	602647	NXF1, TAP, MEX67	Nuclear RNA export factor 1	NXF1	10482	ENSG00000162231			Nxf1 (MGI:1858330)
chr11	62806859	62832052	11q12.3	11q12.3	603189	STX5, STX5A	Syntaxin 5	STX5	6811	ENSG00000162236			Stx5a (MGI:1928483)
chr11	62832904	62841808	11q12.3	11q12.3	617947	WDR74	WD repeat-containing protein 74	WDR74	54663	ENSG00000133316			Wdr74 (MGI:2147427)
chr11	62851977	62855884	11q13	11q12.3	603222	UHG, U22HG	U22 host gene	SNHG1	23642	ENSG00000255717			
chr11	62852909	62853034	11q13	11q12.3	603223	RNU22	RNA, U22 small nucleolar	SNORD22	9304	ENSG00000277194			
chr11	62853325	62853392	11q13	11q12.3	603230	SNORD31, RNU31	Small nucleolar RNA, C/D box 31	SNORD31	9298				
chr11	62853662	62853731	11q13	11q12.3	603229	RNU30	RNA, U30 small nucleolar	SNORD30	9299	ENSG00000277846			
chr11	62853903	62853967	11q13	11q12.3	603228	RNU29	RNA, U29 small nucleolar	SNORD29	9297				
chr11	62854620	62854694	11q13	11q12.3	603227	RNU28	RNA, U28 small nucleolar	SNORD28	9300	ENSG00000274544			
chr11	62855011	62855082	11q13	11q12.3	603226	RNU27	RNA, U27 small nucleolar	SNORD27	9301	ENSG00000275996			
chr11	62855291	62855365	11q13	11q12.3	603225	RNU26	RNA, U26 small nucleolar	SNORD26	9302	ENSG00000276788			
chr11	62855564	62855630	11q13	11q12.3	603224	RNU25	RNA, U25 small nucleolar	SNORD25	9303	ENSG00000275043			
chr11	62856108	62888859	11q13	11q12.3	158070	SLC3A2, MDU1, NACAE	Solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2	SLC3A2	6520	ENSG00000168003	prob. 11q13		Slc3a2 (MGI:96955)
chr11	62908674	62921860	11q13	11q12.3	118510	CHRM1	Cholinergic receptor, muscarinic, 1	CHRM1	1128	ENSG00000168539			Chrm1 (MGI:88396)
chr11	62976596	62984966	11q13.1-q13.2	11q12.3	607582	SLC22A6, OAT1, PAHT	Solute carrier family 22 (organic anion transporter), member 6	SLC22A6	9356	ENSG00000197901			Slc22a6 (MGI:892001)
chr11	62992823	63015840	Chr.11	11q12.3	607581	SLC22A8, OAT3	Solute carrier family 22 (organic anion transporter), member 8	SLC22A8	9376	ENSG00000149452			Slc22a8 (MGI:1336187)
chr11	63079939	63144220	11q12.3	11q12.3	611698	SLC22A24	Solute carrier family 22, member 24	SLC22A24	283238	ENSG00000197658			
chr11	63158436	63243598	11q12.3	11q12.3	610792	UST6	Organic anion transporter UST6	SLC22A25	387601	ENSG00000196600			Slc22a26,Slc22a19,Slc22a29,Slc22a28,Slc22a27,Slc22a30 (MGI:2442750,MGI:3645714,MGI:2385316,MGI:3605624,MGI:3042283,MGI:2442751)
chr11	63268256	63311982	11q12.3	11q12.3	607580	SLC22A10, OAT5	Solute carrier family 22 (organic anion/cation transporter), member 10	SLC22A10	387775	ENSG00000184999			Slc22a19,Slc22a29,Slc22a28,Slc22a27,Slc22a30 (MGI:2442750,MGI:3645714,MGI:3605624,MGI:3042283,MGI:2442751)
chr11	63368870	63410877	11q12.3	11q12.3	607579	SLC22A9, OAT4, UST3	Solute carrier family 22 (organic anion/cation transporter), member 9	SLC22A9	114571	ENSG00000149742			Slc22a26,Slc22a19,Slc22a29,Slc22a28,Slc22a27,Slc22a30 (MGI:2442750,MGI:3645714,MGI:2385316,MGI:3605624,MGI:3042283,MGI:2442751)
chr11	63461403	63491202	11q12.3	11q12.3	611474	PLAAT5, HRASLS5, RLP1, HRLP5	Phospholipase A and acyltransferase 5	PLAAT5	117245	ENSG00000168004			Plaat5 (MGI:1913977)
chr11	63506051	63516771	11q13	11q12.3	606096	LGALS12	Lectin, galactoside-binding, soluble, 12	LGALS12	85329	ENSG00000133317			Lgals12 (MGI:1929094)
chr11	63536807	63546457	11q12.3	11q12.3	605092	PLAAT4, RARRES3, TIG3	Phospholipase A and acyltransferase 4	PLAAT4	5920	ENSG00000133321			
chr11	63552758	63565071	11q12.3	11q12.3	613866	PLAAT2, HRASLS2	Phospholipase A and acyltransferase 2	PLAAT2	54979	ENSG00000133328			
chr11	63574461	63616925	11q12.3-q13.1	11q12.3-q13.1	613867	PLAAT3, PLA2G16, HRASLS3, HRSL3, HREV107	Phospholipase A and acyltransferase 3	PLAAT3	11145	ENSG00000176485			Plaat3 (MGI:2179715)
chr11	63624081	63671973	11q13.1	11q13.1	609369	ATL3, HSN1F	Atlastin GTPase 3	ATL3	25923	ENSG00000184743		Neuropathy, hereditary sensory, type IF, 615632 (3), Autosomal dominant	Atl3 (MGI:1924270)
chr11	63681314	63759890	11q13	11q13.1	604249	RTN3, NSPL2	Reticulon 3	RTN3	10313	ENSG00000133318	pseudogene on chr.4		Rtn3 (MGI:1339970)
chr11	63759891	63768774	11q13	11q13.1	615699	ZFTA, C11orf95	Zinc finger translocation-associated protein	ZFTA	65998	ENSG00000188070			Zfta (MGI:1919667)
chr11	63838954	63911019	11q12-q13	11q13.1	600526	MARK2, EMK1	MAP/microtubule affinity-regulating kinase 2	MARK2	2011	ENSG00000072518			Mark2 (MGI:99638)
chr11	63911229	63917163	11q13.1	11q13.1	616019	RCOR2	Rest corepressor 2	RCOR2	283248	ENSG00000167771			Rcor2 (MGI:1859854)
chr11	63974619	63976542	11q13	11q13.1	123870	COX8A, MC4DN15	Cytochrome c oxidase, subunit VIIIA	COX8A	1351	ENSG00000176340	mutation identified in 1 MC4DN15 patient	?Mitochondrial complex IV deficiency, nuclear type 15, 619059 (3), Autosomal recessive	Cox8a (MGI:105959)
